ins_ind,ticker_filename,date,n_adj_close,gt,adj_close,prev_adj_close,return,simple_return,log_return,prev_ins_ind,run,method,dataset,dropout,prob_measure,prob,prob_filter,day_pred,day_action_pred,day_action,matches_gt_day,log_return_action,log_return_action_pred,return_action,return_action_pred
88,MCD.csv,2015-10-02,1.022477,1.0,94.198227,93.24482,0.9534069999999986,1.0224771735309248,0.010172852366003144,,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,-0.010172852366003144,-0.010172852366003144,-0.9534069999999986,-0.9534069999999986
167,MCD.csv,2015-10-05,1.382899,1.0,95.500893,94.198227,1.302666000000002,1.382898639907524,0.013734238479169771,88.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,-0.013734238479169771,-0.013734238479169771,-1.302666000000002,-1.302666000000002
235,MCD.csv,2015-10-06,0.721558,1.0,96.189987,95.500893,0.6890939999999972,0.7215576507750532,0.007189668787024665,167.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,-0.007189668787024665,-0.007189668787024665,-0.6890939999999972,-0.6890939999999972
357,MCD.csv,2015-10-08,1.159492,1.0,97.18116,96.067268,1.113892000000007,1.1594917011692338,0.011528211099281916,235.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,-0.011528211099281916,-0.011528211099281916,-1.113892000000007,-1.113892000000007
567,MCD.csv,2015-10-14,-0.541696,0.0,97.058426,97.587051,-0.5286250000000052,-0.5416958444619925,-0.005431683364274621,357.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,0.005431683364274621,0.005431683364274621,0.5286250000000052,0.5286250000000052
628,MCD.csv,2015-10-15,0.816985,1.0,97.851379,97.058426,0.7929529999999971,0.8169852249613002,0.008136659669821992,567.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,-0.008136659669821992,-0.008136659669821992,-0.7929529999999971,-0.7929529999999971
690,MCD.csv,2015-10-16,1.119046,1.0,98.946381,97.851379,1.095002000000008,1.119046058615084,0.011128310610173364,628.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,0.0,-1,-1,1,-0.011128310610173364,-0.011128310610173364,-1.095002000000008,-1.095002000000008
782,MCD.csv,2015-10-20,-0.622063,0.0,98.021271,98.634842,-0.6135710000000074,-0.6220631447861065,-0.0062400601902704075,690.0,5,Adv-ALSTM,stocknet,0.75,entr,0.6309459024910617,0.3,1.0,1,0,1,-0.0,-0.0062400601902704075,-0.0,-0.6135710000000074
826,MCD.csv,2015-10-21,-1.251907,0.0,96.794136,98.021271,-1.227135000000004,-1.2519068437706793,-0.012598092203632887,782.0,5,Adv-ALSTM,stocknet,0.75,entr,0.0,0.3,1.0,1,1,1,-0.012598092203632887,-0.012598092203632887,-1.227135000000004,-1.227135000000004
890,MCD.csv,2015-10-22,8.123653,1.0,104.657356,96.794136,7.863219999999998,8.123653275855471,0.07810532393418097,826.0,5,Adv-ALSTM,stocknet,0.75,entr,0.32398297015104693,0.3,0.0,-1,-1,1,-0.07810532393418097,-0.07810532393418097,-7.863219999999998,-7.863219999999998
