ins_ind,ticker_filename,date,n_adj_close,gt,adj_close,prev_adj_close,return,simple_return,log_return,prev_ins_ind,run,method,dataset,dropout,prob_measure,prob,prob_filter,day_pred,day_action_pred,day_action,matches_gt_day,log_return_action,log_return_action_pred,return_action,return_action_pred
120,V.csv,2015-10-02,0.971575,1.0,69.499153,68.830414,0.6687390000000022,0.9715748622404075,0.009668854234820532,,3,Adv-ALSTM,stocknet,0.75,std,0.46166977286338806,0,0.0,-1,-1,1,-0.009668854234820532,-0.009668854234820532,-0.6687390000000022,-0.6687390000000022
201,V.csv,2015-10-05,2.207447,1.0,71.03331,69.499153,1.5341569999999933,2.2074470461532,0.021834356506004102,120.0,3,Adv-ALSTM,stocknet,0.75,std,0.08908367902040482,0,0.0,-1,-1,1,-0.021834356506004102,-0.021834356506004102,-1.5341569999999933,-1.5341569999999933
319,V.csv,2015-10-07,1.581582,1.0,72.006905,70.885788,1.1211169999999981,1.5815821924699462,0.01569205509034431,201.0,3,Adv-ALSTM,stocknet,0.75,std,0.18377967178821564,0,1.0,1,1,1,0.01569205509034431,0.01569205509034431,1.1211169999999981,1.1211169999999981
389,V.csv,2015-10-08,0.928715,1.0,72.675644,72.006905,0.6687390000000022,0.9287151003087859,0.009244290579331304,319.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,1.0,1,1,1,0.009244290579331304,0.009244290579331304,0.6687390000000022,0.6687390000000022
487,V.csv,2015-10-12,1.365218,1.0,73.747566,72.754311,0.9932550000000049,1.3652180693457532,0.013559829257584291,389.0,3,Adv-ALSTM,stocknet,0.75,std,0.448508083820343,0,1.0,1,1,1,0.013559829257584291,0.013559829257584291,0.9932550000000049,0.9932550000000049
587,V.csv,2015-10-14,-1.066674,0.0,72.970665,73.757416,-0.7867510000000095,-1.066673756575216,-0.010724035026474408,487.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,0.0,-1,-1,1,0.010724035026474408,0.010724035026474408,0.7867510000000095,0.7867510000000095
662,V.csv,2015-10-15,1.536372,1.0,74.091766,72.970665,1.1211010000000101,1.536372184630646,0.015246894949533085,587.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,0.0,-1,-1,1,-0.015246894949533085,-0.015246894949533085,-1.1211010000000101,-1.1211010000000101
715,V.csv,2015-10-16,0.876037,1.0,74.740837,74.091766,0.6490709999999922,0.8760366165384587,0.008722216797433922,662.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,0.0,-1,-1,1,-0.008722216797433922,-0.008722216797433922,-0.6490709999999922,-0.6490709999999922
757,V.csv,2015-10-19,1.302637,1.0,75.714439,74.740837,0.9736019999999996,1.302637271776873,0.01294225919989019,715.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,0.0,-1,-1,1,-0.01294225919989019,-0.01294225919989019,-0.9736019999999996,-0.9736019999999996
797,V.csv,2015-10-20,-0.922205,0.0,75.016197,75.714439,-0.6982419999999934,-0.9222045480651232,-0.00926483179680016,757.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,0.0,-1,-1,1,0.00926483179680016,0.00926483179680016,0.6982419999999934,0.6982419999999934
843,V.csv,2015-10-21,-1.074973,0.0,74.209793,75.016197,-0.8064040000000006,-1.0749731821249224,-0.010807927623639647,797.0,3,Adv-ALSTM,stocknet,0.75,std,0.13295193016529083,0,1.0,1,1,1,-0.010807927623639647,-0.010807927623639647,-0.8064040000000006,-0.8064040000000006
921,V.csv,2015-10-22,1.272204,1.0,75.153893,74.209793,0.9440999999999917,1.2722040607228102,0.012641795321129927,843.0,3,Adv-ALSTM,stocknet,0.75,std,0.49997588992118835,0,0.0,-1,-1,1,-0.012641795321129927,-0.012641795321129927,-0.9440999999999917,-0.9440999999999917
988,V.csv,2015-10-23,0.850559,1.0,75.793121,75.153893,0.6392280000000028,0.8505587328656451,0.008469618633427236,921.0,3,Adv-ALSTM,stocknet,0.75,std,0.4580371677875519,0,0.0,-1,-1,1,-0.008469618633427236,-0.008469618633427236,-0.6392280000000028,-0.6392280000000028
1041,V.csv,2015-10-26,1.440235,1.0,76.88472,75.793121,1.0915990000000022,1.440234925805473,0.014299620607108333,988.0,3,Adv-ALSTM,stocknet,0.75,std,0.48938456177711487,0,0.0,-1,-1,1,-0.014299620607108333,-0.014299620607108333,-1.0915990000000022,-1.0915990000000022
1094,V.csv,2015-10-27,-0.844203,0.0,76.235657,76.88472,-0.6490629999999982,-0.8442028533107725,-0.00847786428279322,1041.0,3,Adv-ALSTM,stocknet,0.75,std,0.40296900272369385,0,1.0,1,1,1,-0.00847786428279322,-0.00847786428279322,-0.6490629999999982,-0.6490629999999982
1155,V.csv,2015-10-28,1.74149,1.0,77.563293,76.235657,1.3276359999999983,1.7414895499621628,0.017264994049914682,1094.0,3,Adv-ALSTM,stocknet,0.75,std,0.44875726103782654,0,0.0,-1,-1,1,-0.017264994049914682,-0.017264994049914682,-1.3276359999999983,-1.3276359999999983
1268,V.csv,2015-10-30,-1.184548,0.0,76.294678,77.209259,-0.9145809999999983,-1.1845483454257713,-0.011916200197499654,1155.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,0.0,-1,-1,1,0.011916200197499654,0.011916200197499654,0.9145809999999983,0.9145809999999983
1327,V.csv,2015-11-02,-3.042031,0.0,73.97377,76.294678,-2.320908000000003,-3.0420313196681983,-0.030892613965629277,1268.0,3,Adv-ALSTM,stocknet,0.75,std,0.22202499210834503,0,0.0,-1,-1,1,0.030892613965629277,0.030892613965629277,2.320908000000003,2.320908000000003
1382,V.csv,2015-11-03,3.562871,1.0,76.60936,73.97377,2.6355899999999934,3.5628710014373928,0.03500869158394424,1327.0,3,Adv-ALSTM,stocknet,0.75,std,0.0,0,1.0,1,1,1,0.03500869158394424,0.03500869158394424,2.6355899999999934,2.6355899999999934
