ins_ind,ticker_filename,date,n_adj_close,gt,adj_close,prev_adj_close,return,simple_return,log_return,prev_ins_ind,run,method,dataset,dropout,prob_measure,prob,prob_filter,day_pred,day_action_pred,day_action,matches_gt_day,log_return_action,log_return_action_pred,return_action,return_action_pred
64,BUD.csv,2015-10-02,3.159279,1.0,102.824409,99.675385,3.149023999999997,3.1592794951331236,0.03110401065724526,,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,1.0,1,1,1,0.03110401065724526,0.03110401065724526,3.149023999999997,3.149023999999997
138,BUD.csv,2015-10-05,0.636124,1.0,103.4785,102.824409,0.654090999999994,0.6361242494474186,0.006341095187567576,64.0,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,1.0,1,1,1,0.006341095187567576,0.006341095187567576,0.654090999999994,0.654090999999994
216,BUD.csv,2015-10-06,-1.029437,0.0,102.413254,103.4785,-1.065246000000002,-1.0294370328135816,-0.01034772383471776,138.0,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,1.0,1,1,1,-0.01034772383471776,-0.01034772383471776,-1.065246000000002,-1.065246000000002
274,BUD.csv,2015-10-07,1.240875,1.0,103.684074,102.413254,1.2708200000000005,1.2408745453981966,0.01233238799010534,216.0,3,Adv-ALSTM,stocknet,0.75,entr,0.004300326208932443,0.9,1.0,1,1,1,0.01233238799010534,0.01233238799010534,1.2708200000000005,1.2708200000000005
403,BUD.csv,2015-10-09,1.075075,1.0,104.543755,103.431786,1.111969000000002,1.0750747357296933,0.010693368947123782,274.0,3,Adv-ALSTM,stocknet,0.75,entr,0.03410138672141592,0.9,1.0,1,1,1,0.010693368947123782,0.010693368947123782,1.111969000000002,1.111969000000002
499,BUD.csv,2015-10-13,2.098852,1.0,106.365891,104.179321,2.1865700000000032,2.098852228073173,0.02077129747461183,403.0,3,Adv-ALSTM,stocknet,0.75,entr,0.2510445430199767,0.9,1.0,1,0,1,0.0,0.02077129747461183,0.0,2.1865700000000032
546,BUD.csv,2015-10-14,1.4056,1.0,107.86097,106.365891,1.4950789999999898,1.4056000339432024,0.01395813080323127,499.0,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,0.0,-1,-1,1,-0.01395813080323127,-0.01395813080323127,-1.4950789999999898,-1.4950789999999898
730,BUD.csv,2015-10-19,0.894884,1.0,108.515076,107.552605,0.9624709999999936,0.8948839500447188,0.008909035923878384,546.0,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,0.0,-1,-1,1,-0.008909035923878384,-0.008909035923878384,-0.9624709999999936,-0.9624709999999936
810,BUD.csv,2015-10-21,-1.637508,0.0,106.64621,108.421623,-1.7754130000000004,-1.637508230254034,-0.01651063579967363,730.0,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,0.0,-1,-1,1,0.01651063579967363,0.01651063579967363,1.7754130000000004,1.7754130000000004
861,BUD.csv,2015-10-22,2.751258,1.0,109.580322,106.64621,2.934111999999999,2.7512576396291992,0.027140907115090908,810.0,3,Adv-ALSTM,stocknet,0.75,entr,0.0,0.9,0.0,-1,-1,1,-0.027140907115090908,-0.027140907115090908,-2.934111999999999,-2.934111999999999
